group,view,embedding,recall_type,n_perturbations,n_query_wells,R@1,R@2,R@3,R@4,R@5,R@6,R@7,R@8,R@9,R@10
JUMP — DINO,SD,pre_harmony,across_batch,296,1443,0.032826576576576574,0.043130630630630634,0.052083333333333336,0.057488738738738734,0.06627252252252253,0.07167792792792793,0.08181306306306307,0.09059684684684685,0.09780405405405405,0.10050675675675676
JUMP — DINO,SD,pre_harmony,within_batch,296,1443,0.08536036036036036,0.11019144144144144,0.127759009009009,0.14059684684684684,0.15861486486486487,0.16987612612612615,0.18220720720720723,0.19031531531531531,0.19724099099099102,0.20197072072072073
JUMP — DINO,SD,post_harmony,across_batch,296,1443,0.03355855855855856,0.0545045045045045,0.06863738738738738,0.08417792792792793,0.09363738738738739,0.1052927927927928,0.11289414414414414,0.12145270270270271,0.12978603603603606,0.13046171171171173
JUMP — DINO,SD,post_harmony,within_batch,296,1443,0.08896396396396396,0.11204954954954954,0.12978603603603606,0.14397522522522524,0.15861486486486487,0.17077702702702702,0.17770270270270272,0.18896396396396395,0.2024774774774775,0.20872747747747747
JUMP — OpenPhenom,C,pre_harmony,across_batch,296,1443,0.01936936936936937,0.036880630630630636,0.04560810810810811,0.05101351351351352,0.061148648648648656,0.06993243243243244,0.07939189189189189,0.0847972972972973,0.09493243243243243,0.10050675675675674
JUMP — OpenPhenom,C,pre_harmony,within_batch,296,1443,0.06390765765765766,0.0964527027027027,0.1126689189189189,0.12685810810810813,0.1329391891891892,0.14662162162162162,0.15506756756756757,0.1626689189189189,0.16891891891891891,0.17567567567567569
JUMP — OpenPhenom,C,post_harmony,across_batch,296,1443,0.021565315315315317,0.03845720720720721,0.04791666666666666,0.05760135135135135,0.06300675675675675,0.06841216216216216,0.07449324324324323,0.08091216216216215,0.08811936936936937,0.09369369369369368
JUMP — OpenPhenom,C,post_harmony,within_batch,296,1443,0.06976351351351351,0.09341216216216215,0.11249999999999999,0.12871621621621623,0.14222972972972975,0.1533783783783784,0.16148648648648647,0.16908783783783785,0.1751689189189189,0.18412162162162163
JUMP — OpenPhenom,CD,pre_harmony,across_batch,296,1443,0.02072072072072072,0.03755630630630631,0.05191441441441441,0.06576576576576576,0.07623873873873875,0.08164414414414414,0.09222972972972973,0.09695945945945947,0.10281531531531532,0.10619369369369369
JUMP — OpenPhenom,CD,pre_harmony,within_batch,296,1443,0.06768018018018018,0.10056306306306306,0.12229729729729731,0.12922297297297297,0.14020270270270271,0.14763513513513515,0.15658783783783783,0.16672297297297298,0.17837837837837836,0.18327702702702703
JUMP — OpenPhenom,CD,post_harmony,across_batch,296,1443,0.01801801801801802,0.026970720720720723,0.03913288288288289,0.049887387387387384,0.061148648648648656,0.0652027027027027,0.07865990990990991,0.084740990990991,0.09555180180180181,0.1009572072072072
JUMP — OpenPhenom,CD,post_harmony,within_batch,296,1443,0.07291666666666667,0.10123873873873873,0.12010135135135136,0.1329391891891892,0.1445945945945946,0.154222972972973,0.16413288288288289,0.17359234234234233,0.18372747747747747,0.19031531531531531
JUMP — OpenPhenom,S,pre_harmony,across_batch,296,1443,0.010585585585585585,0.014639639639639641,0.0213963963963964,0.025225225225225224,0.028772522522522527,0.03299549549549549,0.035698198198198194,0.04177927927927928,0.04380630630630631,0.046509009009009006
JUMP — OpenPhenom,S,pre_harmony,within_batch,296,1443,0.032432432432432434,0.04932432432432433,0.06587837837837837,0.07466216216216216,0.09014639639639639,0.09960585585585587,0.10585585585585586,0.11666666666666665,0.12747747747747748,0.13423423423423425
JUMP — OpenPhenom,S,post_harmony,across_batch,296,1443,0.009909909909909911,0.01599099099099099,0.021396396396396396,0.02792792792792793,0.032432432432432434,0.035304054054054054,0.03868243243243243,0.041385135135135136,0.04831081081081081,0.05033783783783783
JUMP — OpenPhenom,S,post_harmony,within_batch,296,1443,0.03986486486486487,0.05878378378378378,0.07922297297297298,0.08817567567567568,0.0974099099099099,0.10416666666666667,0.1170045045045045,0.1259572072072072,0.134740990990991,0.14555180180180177
JUMP — OpenPhenom,SD,pre_harmony,across_batch,296,1443,0.016666666666666666,0.023423423423423427,0.0303490990990991,0.035078828828828824,0.04048423423423424,0.04453828828828829,0.047409909909909904,0.051463963963963966,0.05281531531531532,0.05957207207207207
JUMP — OpenPhenom,SD,pre_harmony,within_batch,296,1443,0.03175675675675676,0.0518018018018018,0.07004504504504505,0.08220720720720721,0.09549549549549549,0.10242117117117117,0.10917792792792791,0.11677927927927927,0.12556306306306309,0.1329954954954955
JUMP — OpenPhenom,SD,post_harmony,across_batch,296,1443,0.014414414414414415,0.025225225225225224,0.030630630630630637,0.03671171171171171,0.0427927927927928,0.04752252252252252,0.05292792792792793,0.05495495495495496,0.05630630630630631,0.05900900900900902
JUMP — OpenPhenom,SD,post_harmony,within_batch,296,1443,0.03648648648648649,0.055405405405405415,0.06756756756756757,0.07882882882882884,0.08845720720720722,0.10264639639639639,0.11007882882882884,0.11886261261261262,0.12561936936936938,0.13699324324324325
JUMP — SubCell,C,pre_harmony,across_batch,296,1443,0.05461711711711712,0.07623873873873874,0.0892454954954955,0.100731981981982,0.10951576576576576,0.11824324324324324,0.12364864864864865,0.13175675675675674,0.13896396396396396,0.14234234234234233
JUMP — SubCell,C,pre_harmony,within_batch,296,1443,0.12122747747747747,0.15309684684684682,0.17438063063063064,0.19059684684684686,0.20005630630630633,0.20996621621621622,0.22027027027027027,0.22668918918918918,0.23513513513513518,0.24273648648648652
JUMP — SubCell,C,post_harmony,across_batch,296,1443,0.057207207207207206,0.08688063063063063,0.10748873873873875,0.11965090090090091,0.12708333333333333,0.13699324324324325,0.14442567567567569,0.15,0.1628378378378378,0.1695945945945946
JUMP — SubCell,C,post_harmony,within_batch,296,1443,0.11272522522522523,0.14172297297297298,0.1581081081081081,0.17877252252252254,0.18975225225225226,0.2017454954954955,0.21137387387387385,0.21694819819819822,0.22911036036036034,0.23941441441441444
JUMP — SubCell,CD,pre_harmony,across_batch,296,1443,0.04431306306306306,0.069481981981982,0.07826576576576577,0.0954954954954955,0.10495495495495495,0.11283783783783784,0.11908783783783784,0.12426801801801801,0.13119369369369369,0.13795045045045043
JUMP — SubCell,CD,pre_harmony,within_batch,296,1443,0.11661036036036036,0.14667792792792791,0.17443693693693693,0.18400900900900902,0.19853603603603603,0.20698198198198198,0.21661036036036033,0.22539414414414416,0.23412162162162167,0.24172297297297296
JUMP — SubCell,CD,post_harmony,across_batch,296,1443,0.06019144144144144,0.08721846846846847,0.10298423423423424,0.12004504504504504,0.13012387387387386,0.13958333333333334,0.15056306306306305,0.15461711711711712,0.16002252252252255,0.16340090090090093
JUMP — SubCell,CD,post_harmony,within_batch,296,1443,0.11514639639639639,0.14673423423423423,0.17545045045045043,0.18643018018018018,0.19960585585585586,0.21176801801801803,0.22100225225225226,0.2264076576576577,0.234009009009009,0.24042792792792794
JUMP — SubCell,S,pre_harmony,across_batch,296,1443,0.03671171171171171,0.05202702702702703,0.06441441441441441,0.08063063063063063,0.08873873873873873,0.09617117117117116,0.10472972972972973,0.1089527027027027,0.11722972972972974,0.12342342342342341
JUMP — SubCell,S,pre_harmony,within_batch,296,1443,0.09037162162162163,0.13141891891891894,0.15033783783783783,0.17100225225225224,0.18316441441441442,0.1927927927927928,0.2010698198198198,0.21030405405405406,0.21503378378378377,0.22195945945945947
JUMP — SubCell,S,post_harmony,across_batch,296,1443,0.04453828828828829,0.07359234234234235,0.08862612612612612,0.10033783783783785,0.10439189189189188,0.11441441441441441,0.12252252252252252,0.12792792792792793,0.13445945945945947,0.14020270270270271
JUMP — SubCell,S,post_harmony,within_batch,296,1443,0.09256756756756757,0.1266891891891892,0.15320945945945946,0.16942567567567568,0.1840653153153153,0.19938063063063063,0.20613738738738738,0.21998873873873875,0.22944819819819817,0.2356981981981982
JUMP — SubCell,SD,pre_harmony,across_batch,296,1443,0.041666666666666664,0.06548423423423423,0.08620495495495495,0.09498873873873874,0.10394144144144143,0.10968468468468469,0.11368243243243245,0.11976351351351353,0.12516891891891893,0.12899774774774775
JUMP — SubCell,SD,pre_harmony,within_batch,296,1443,0.1107545045045045,0.1420045045045045,0.16846846846846847,0.18265765765765768,0.194481981981982,0.2079391891891892,0.21875,0.22483108108108113,0.2309121621621622,0.2360923423423423
JUMP — SubCell,SD,post_harmony,across_batch,296,1443,0.0588963963963964,0.08282657657657658,0.10101351351351352,0.1097972972972973,0.11993243243243243,0.1295608108108108,0.13429054054054054,0.13783783783783782,0.14588963963963966,0.15011261261261263
JUMP — SubCell,SD,post_harmony,within_batch,296,1443,0.10670045045045044,0.1365990990990991,0.16289414414414416,0.1784346846846847,0.19059684684684686,0.20337837837837838,0.21097972972972973,0.2204391891891892,0.22719594594594594,0.2356981981981982
